,log rate
0,-0.01138971813003925
1,-0.007959276059446239
2,-0.015961269568321494
3,-0.007432113690879248
4,-0.005731655708825639
5,0.012735363410045558
6,-0.008685799912808349
7,-0.024915376352655588
8,0.0052603081428773835
9,-0.0209714528651012
10,0.0031492525578862437
11,0.01385186716849565
12,-0.003507521150446197
13,0.007076589017558812
14,0.0039489254485974784
15,-0.021231461327785476
16,-0.009122446141766728
17,-0.008363618454266548
18,-0.01406276653097857
19,0.00961704608761229
20,-0.026250611608125016
21,-0.033429128772454964
22,-0.017288760643805398
23,0.013585885963089702
24,-0.04146654036614762
25,-0.002879058002602322
26,-0.034843875290257814
27,-0.006073412295768006
28,0.061563363570365216
29,0.007885283995820351
30,-0.003383902471364467
31,-0.06543345423860915
32,0.02414513275280152
33,0.0027461316901332615
34,0.06584865419310357
35,-0.003959789350742767
36,0.017054916459329203
37,0.0045900423437291605
38,-0.021623421381113932
39,0.019720777345780628
40,-0.005810058603984653
41,0.015587926541299639
42,0.0007486003287821471
43,0.004488322377449417
44,-0.008891936537940681
45,-0.01464131589320554
46,0.01601965237500191
47,0.021559799260839754
48,0.0058345724745710635
49,0.027525385626237575
50,0.016755908109444353
51,0.01442850397298435
52,-0.012335900037811908
53,-0.012402504283482472
54,0.02537338314412965
55,-0.026887373042520764
56,0.0017923736484906077
57,0.0252187042464204
58,0.010247211192150864
59,0.0014889267187154986
60,-0.009135276667787887
61,0.0033453116011973832
62,-0.015523175977221004
63,0.0028737365462033165
64,-0.0021531647361672296
65,-0.028741802782756905
66,0.002864517115717339
67,-0.016057930002917685
68,0.007317356831704812
69,0.029166456491287466
70,-0.004307249309630031
71,0.0036680728931589965
72,0.016246187346916824
73,0.00606008108383523
74,-0.016908374357137726
75,0.005711954049737879
76,-0.0057301412138442845
77,-0.005602204460666895
78,0.0025025281884119032
79,-0.009936119040352204
80,0.0043115812190800025
81,-0.004715191354374669
82,-0.0018044141074333585
83,-0.008341631081730356
84,0.0030170740308562297
85,0.015151488619670984
86,0.015257368539143501
87,0.0011621207579505534
88,-0.009265402415100946
89,-0.0010838809809429212
90,-0.00752867235454615
91,-0.008741562002299613
92,-0.00475839981644773
93,-0.011122545708461013
94,-0.031041406104324612
95,0.011547136032577473
96,-0.016704649929402685
97,0.029767940869823834
98,-0.014984117486167705
99,0.004541954812357454
100,-0.014190852471312682
101,0.0035960578791804135
102,0.0022328062072185504
103,-0.021872030676860117
104,-0.0008424290797686514
105,-0.005125609435619505
106,-0.021597455235351927
107,0.004819331811471567
108,-0.01931566558549087
109,0.03973554955944369
110,0.005404550370356615
111,-0.00805915735372519
112,0.009010645268879649
113,-0.004006151038073868
114,-0.008648676212376779
115,-0.011620390131672336
116,0.0013348993852498703
117,0.018426444515941255
118,-0.010818989495622752
119,0.005610800285657621
120,0.030254286054367585
121,0.08849161709190743
122,-0.00042297616497974144
123,0.0036958650942467636
124,0.006189537737319538
125,0.005329411103782975
126,-0.011054934054344177
127,0.0065397914849271745
128,0.00345499650950602
129,-0.010327455994839713
130,0.0052705500802708435
131,0.006220350337465655
132,-0.0017026097698809597
133,-0.016412698942744004
134,-0.0028739879331079036
135,0.0007999439641147476
136,-0.0061147603751157305
137,0.002176610414162195
138,0.005949905878243988
139,0.0018751675033152045
140,0.0052352235373232265
141,-0.019354511669461148
142,-0.004261274395959077
143,-0.0008732134718927299
144,-0.004369133745170429
145,-0.004580746995654339
146,0.00492000656640352
147,0.0019959966754771615
148,-0.010484960819010873
149,0.0008557763302786697
150,0.00534741757975968
151,-0.00477347741041961
152,0.010023617752402436
153,-0.0015299444321086521
154,-0.004965953856292124
155,-0.007714937771544757
156,-0.0076060546865946614
157,0.0012631459634656291
158,0.006146173554747342
159,-0.007531683642183453
160,0.007574191431742246
161,-0.0015137830961843945
162,0.01631691151561155
163,0.0013142397777930724
164,0.007478172518691426
165,-0.001723791413628768
166,-0.007467180329143108
167,0.005376125958094631
168,-0.0017405241636428762
169,-0.005652976339602332
170,-0.0004199240838974473
171,0.0012928017458118109
172,0.0031685621171022665
173,-0.006050271868210875
174,-0.013410050798318503
175,-0.006368730227075464
176,-0.006026518362927514
177,0.002173905195100104
178,-0.0029308601011253676
179,0.0025905177429725906
180,0.0007390048753142885
181,-0.013422529916831927
182,0.0004973567895742221
183,-0.006436723359421581
184,0.015414417112489863
185,-0.008957754778790792
186,-0.0014478550334659182
187,-0.0036626539739118497
188,0.0006917991403973252
189,-0.006396533990330384
190,-0.0038059319583847186
191,-0.011845800827177604
192,-0.017833783762667216
193,-0.003235075998749204
194,-0.00416179182957816
195,0.004990639429495651
196,-0.00454652720546916
197,0.008268839021232242
198,-0.015926328727848525
199,0.0042484555940792935
200,0.0035382291391670567
201,0.015085727851245899
202,0.0005560095833712927
203,-0.008066846856884052
204,-0.010603884387860389
205,-0.011642097217962862
206,0.005419448769586802
207,-0.0007779940000220897
208,-0.001465596047573717
209,0.002162839250468685
210,0.01385809737405699
211,0.01708540464033903
212,-0.0036505119618941415
213,0.0010789244505649024
214,-0.02083663342552576
215,-0.011751974781476989
216,-0.012366743614267966
217,0.0030580827272190464
218,-0.020106672804826985
219,0.0019805196172042725
220,-0.008508511591582401
221,0.007471553197443388
222,-0.02516115153960042
223,-0.025007054981311557
224,0.0034944614519949887
225,0.0021052752381529793
226,-0.019693697402283446
227,0.005516540113135002
228,0.027733650974724067
229,0.011682258688199857
230,-0.027216482623485354
231,0.009390630951233244
232,0.003974790740987533
233,-0.006791701020022073
234,0.00045900858511464966
235,-0.003319567813344489
236,-0.012229087081167633
237,-0.0033622479453676328
238,0.0034128305485761293
239,0.0093412378293562
240,0.008281893896217009
241,0.0053678316787646955
242,-0.0030956788159631978
243,0.001329409012362999
244,0.01009252520585736
245,0.0015835504431369986
246,0.0004390033575967831
247,-0.006529394499803051
248,-0.026635526532224313
249,-0.0008535941999749792
